,Hour Time,Temperature,Humidity,Weekday,Vector,Code
0,19,24.9,57.0,2,"0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0",0
1,21,20.1,93.0,1,"0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0",1
2,18,23.1,74.0,2,"0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0",1
3,19,22.2,76.0,2,"0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0",1
4,21,20.5,83.0,2,"0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0",0
5,22,21.0,82.0,3,"2, 0, 0, 0, 5, 0, 2, 0, 2, 0, 0, 0, 0",0
6,23,20.6,84.0,3,"0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0",0
7,10,21.8,75.0,4,"1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0",0
8,11,22.1,72.0,4,"2, 0, 0, 0, 0, 0, 2, 10, 1, 0, 1, 0, 0",0
9,12,23.399999999999995,65.0,4,"5, 0, 0, 0, 2, 2, 0, 7, 0, 0, 1, 0, 0",0
10,13,23.9,68.0,4,"1, 0, 0, 0, 3, 2, 3, 2, 0, 0, 4, 0, 1",0
11,14,24.0,67.0,4,"2, 0, 0, 0, 0, 0, 3, 2, 0, 2, 2, 0, 0",0
12,15,26.0,59.0,4,"3, 0, 0, 0, 2, 2, 0, 2, 0, 0, 2, 0, 0",0
13,16,25.8,60.0,4,"0, 0, 0, 0, 4, 2, 1, 0, 0, 0, 0, 0, 0",0
14,20,23.1,73.0,4,"7, 0, 10, 0, 26, 3, 5, 8, 1, 3, 5, 0, 1",1
15,21,22.2,76.0,4,"8, 0, 6, 0, 21, 2, 6, 6, 2, 0, 1, 0, 0",1
16,13,27.3,52.0,2,"1, 0, 0, 0, 2, 1, 1, 9, 0, 0, 1, 0, 0",1
17,14,28.5,48.0,2,"2, 0, 0, 0, 1, 0, 1, 6, 0, 0, 1, 0, 0",1
18,21,26.2,53.0,2,"0, 0, 2, 0, 6, 2, 7, 0, 0, 0, 0, 0, 0",1
19,22,25.8,54.0,2,"0, 0, 0, 0, 2, 1, 8, 0, 0, 0, 0, 0, 1",1
20,16,29.9,55.0,3,"4, 0, 3, 0, 1, 2, 0, 2, 1, 0, 0, 0, 1",0
21,17,29.0,58.0,3,"5, 0, 6, 0, 6, 0, 3, 2, 0, 0, 1, 0, 0",0
22,21,24.7,71.0,3,"4, 0, 2, 0, 3, 2, 3, 0, 1, 0, 0, 0, 0",0
23,22,24.3,71.0,3,"5, 2, 0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0",0
24,23,24.2,69.0,3,"0, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0",0
25,10,25.1,70.0,4,"2, 0, 0, 0, 0, 1, 0, 2, 0, 0, 3, 0, 0",0
26,11,25.399999999999995,70.0,4,"1, 0, 0, 0, 0, 4, 1, 20, 1, 0, 0, 0, 0",0
27,12,25.3,71.0,4,"8, 0, 0, 0, 1, 1, 2, 11, 0, 1, 1, 0, 0",0
28,13,25.3,70.0,4,"4, 0, 0, 0, 4, 0, 1, 9, 0, 0, 1, 0, 1",1
29,14,26.100000000000005,65.0,4,"4, 0, 0, 0, 2, 1, 1, 2, 0, 0, 1, 0, 0",1
30,15,28.0,58.0,4,"1, 0, 1, 0, 2, 1, 0, 3, 0, 0, 2, 0, 1",0
31,16,28.600000000000005,56.0,4,"3, 0, 0, 0, 5, 0, 1, 6, 0, 0, 1, 0, 1",0
32,19,25.6,67.0,4,"9, 0, 13, 0, 17, 1, 6, 5, 2, 1, 1, 0, 0",1
33,20,24.7,71.0,4,"3, 0, 7, 0, 15, 5, 4, 15, 3, 1, 1, 0, 0",1
34,23,23.1,53.0,4,"0, 0, 1, 0, 4, 0, 0, 1, 2, 0, 0, 0, 0",1
35,0,22.3,65.0,5,"0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0",1
36,10,20.2,85.0,5,"2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0",0
37,11,21.0,79.0,5,"11, 0, 0, 0, 0, 1, 2, 8, 0, 0, 1, 0, 0",0
38,12,23.7,69.0,5,"12, 0, 0, 0, 2, 2, 5, 8, 0, 0, 0, 0, 0",0
39,13,25.4,63.0,5,"13, 0, 0, 0, 6, 3, 7, 14, 0, 0, 4, 0, 1",0
40,14,26.3,58.0,5,"5, 0, 1, 0, 2, 2, 5, 10, 1, 0, 1, 0, 0",0
41,10,25.1,64.0,6,"7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0",0
42,15,26.6,65.0,6,"13, 0, 3, 0, 6, 5, 6, 0, 0, 0, 3, 0, 1",0
43,16,26.0,67.0,6,"8, 0, 1, 0, 6, 3, 3, 3, 0, 0, 2, 0, 1",0
44,17,25.7,70.0,6,"1, 0, 9, 0, 5, 3, 10, 2, 2, 2, 7, 0, 3",0
45,18,25.1,74.0,6,"13, 0, 14, 0, 11, 2, 8, 7, 2, 1, 1, 0, 1",0
46,19,24.3,78.0,6,"8, 0, 10, 0, 11, 0, 8, 7, 2, 0, 1, 0, 0",0
47,20,23.9,80.0,6,"4, 0, 3, 0, 5, 3, 8, 7, 1, 0, 4, 0, 0",0
48,21,23.4,82.0,6,"6, 1, 3, 0, 4, 5, 1, 1, 0, 1, 1, 0, 1",1
49,22,23.0,81.0,6,"7, 0, 2, 0, 7, 1, 1, 0, 1, 0, 0, 0, 0",0
50,0,22.399999999999995,79.0,0,"0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0",0
51,10,24.3,60.0,0,"2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0",0
52,11,25.3,56.0,0,"3, 0, 0, 0, 0, 0, 2, 9, 0, 0, 2, 0, 0",0
53,12,26.399999999999995,49.0,0,"3, 0, 1, 0, 0, 0, 1, 7, 0, 1, 2, 0, 0",0
54,13,27.3,44.0,0,"1, 0, 0, 0, 2, 4, 2, 6, 0, 0, 3, 0, 0",0
55,22,22.3,72.0,0,"0, 0, 1, 0, 1, 1, 1, 0, 4, 0, 0, 0, 0",0
56,10,25.100000000000005,51.0,1,"4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0",0
57,0,22.2,74.0,2,"0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0",0
58,23,23.100000000000005,75.0,3,"0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0",0
59,22,27.8,35.0,4,"2, 0, 3, 0, 15, 0, 4, 0, 2, 0, 0, 0, 2",1
60,23,27.5,35.0,4,"0, 0, 1, 0, 9, 0, 0, 1, 0, 0, 0, 0, 0",1
61,0,27.0,40.0,5,"0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0",1
62,14,25.9,47.0,2,"5, 0, 2, 0, 0, 3, 3, 2, 0, 0, 0, 0, 0",1
63,15,25.6,48.0,2,"4, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0",1
64,16,24.5,55.0,2,"3, 0, 1, 0, 5, 0, 5, 6, 0, 0, 0, 0, 0",1
65,17,23.5,58.0,2,"2, 0, 6, 0, 9, 1, 6, 10, 0, 0, 3, 0, 1",1
66,18,22.1,68.0,2,"12, 0, 9, 0, 13, 1, 8, 9, 4, 0, 0, 0, 1",1
67,19,21.3,75.0,2,"9, 0, 9, 0, 11, 2, 13, 10, 0, 0, 0, 0, 0",1
68,20,20.6,82.0,2,"10, 0, 7, 0, 12, 1, 18, 11, 3, 0, 0, 0, 1",1
69,21,19.9,92.0,2,"9, 0, 5, 0, 9, 0, 11, 0, 0, 0, 0, 0, 0",1
70,22,19.4,93.0,2,"5, 1, 3, 0, 7, 0, 4, 1, 3, 0, 0, 0, 1",1
71,23,19.4,95.0,2,"0, 0, 0, 0, 4, 0, 0, 0, 3, 0, 0, 0, 0",1
72,10,21.9,82.0,3,"0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0",1
73,17,23.5,69.0,3,"2, 0, 1, 0, 8, 3, 6, 7, 1, 1, 2, 0, 1",1
74,21,21.4,73.0,3,"1, 0, 4, 0, 5, 1, 5, 2, 0, 0, 0, 0, 0",1
75,22,21.0,77.0,3,"0, 0, 0, 0, 5, 0, 3, 1, 2, 0, 0, 0, 2",1
76,10,25.1,63.0,5,"7, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0",0
77,11,25.8,64.0,5,"11, 0, 0, 0, 1, 6, 1, 11, 0, 0, 1, 0, 0",0
78,12,26.9,56.0,5,"10, 0, 1, 0, 8, 2, 9, 14, 0, 1, 2, 0, 0",0
79,13,27.2,57.0,5,"11, 0, 0, 0, 3, 5, 3, 7, 0, 1, 0, 0, 0",0
80,14,29.0,47.0,5,"4, 0, 0, 0, 4, 3, 7, 10, 0, 0, 3, 0, 0",0
81,15,29.2,48.0,5,"4, 1, 0, 0, 7, 3, 5, 4, 2, 0, 0, 0, 0",0
82,16,29.1,51.0,5,"8, 0, 2, 0, 6, 7, 5, 4, 1, 0, 0, 0, 0",0
83,17,28.2,55.0,5,"2, 0, 10, 0, 8, 3, 6, 4, 0, 2, 1, 0, 0",0
84,18,27.4,58.0,5,"8, 0, 14, 0, 13, 7, 11, 12, 2, 1, 1, 0, 0",0
85,19,26.6,59.0,5,"4, 0, 8, 0, 5, 3, 6, 9, 1, 4, 3, 0, 0",0
86,20,25.3,66.0,5,"8, 0, 7, 0, 7, 3, 4, 5, 3, 0, 1, 0, 1",0
87,21,24.5,72.0,5,"8, 0, 3, 0, 9, 0, 2, 1, 3, 0, 0, 0, 0",0
88,22,23.7,79.0,5,"7, 0, 3, 0, 15, 0, 0, 1, 5, 0, 0, 0, 1",0
89,23,23.1,79.0,5,"0, 0, 2, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0",0
90,10,25.2,65.0,6,"7, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0",0
91,11,27.6,55.0,6,"5, 0, 1, 0, 1, 4, 3, 0, 0, 0, 0, 0, 0",0
92,12,29.2,49.0,6,"13, 0, 0, 0, 9, 4, 5, 6, 1, 0, 0, 0, 1",0
93,13,30.700000000000003,40.0,6,"11, 0, 1, 0, 6, 3, 7, 5, 2, 2, 0, 0, 1",0
94,14,31.2,44.0,6,"7, 0, 1, 0, 7, 9, 9, 4, 0, 0, 0, 0, 1",0
95,15,30.7,46.0,6,"9, 0, 1, 0, 5, 3, 6, 2, 0, 2, 0, 0, 1",0
96,16,31.2,40.0,6,"9, 0, 9, 0, 14, 7, 9, 6, 2, 0, 0, 0, 0",0
97,17,29.6,54.0,6,"14, 0, 14, 0, 21, 4, 4, 9, 0, 0, 0, 0, 1",0
98,18,30.299999999999997,45.0,6,"15, 0, 16, 0, 16, 5, 18, 7, 3, 2, 0, 0, 0",0
99,19,28.6,54.0,6,"5, 0, 7, 0, 8, 1, 12, 8, 0, 1, 0, 0, 0",0
100,20,26.8,59.0,6,"6, 0, 4, 0, 13, 4, 10, 8, 1, 2, 0, 0, 0",0
101,21,25.5,66.0,6,"5, 0, 3, 0, 8, 5, 2, 1, 0, 0, 0, 0, 0",0
102,22,24.8,71.0,6,"3, 0, 0, 0, 7, 0, 1, 0, 3, 0, 0, 0, 0",0
103,23,24.2,73.0,6,"0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0",0
104,10,25.8,66.0,0,"3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 13, 0, 0",0
105,11,26.8,60.0,0,"10, 1, 1, 0, 2, 4, 2, 15, 0, 0, 12, 0, 1",0
106,12,27.2,60.0,0,"12, 4, 1, 0, 5, 5, 2, 21, 0, 6, 22, 0, 2",0
107,13,27.1,61.0,0,"11, 0, 2, 0, 16, 11, 12, 18, 0, 4, 17, 1, 1",1
108,14,26.7,66.0,0,"11, 0, 4, 0, 8, 9, 6, 17, 0, 1, 22, 1, 0",1
109,15,25.4,75.0,0,"16, 1, 4, 0, 16, 11, 4, 13, 0, 0, 26, 1, 0",1
110,16,23.3,89.0,0,"13, 1, 3, 0, 15, 10, 6, 12, 0, 2, 12, 0, 0",1
111,17,23.0,92.0,0,"14, 3, 7, 0, 49, 10, 11, 7, 1, 0, 10, 0, 1",1
112,18,23.0,93.0,0,"23, 4, 13, 0, 44, 10, 10, 16, 5, 0, 24, 1, 1",1
113,19,22.800000000000004,86.0,0,"21, 2, 18, 0, 62, 12, 13, 33, 4, 3, 22, 0, 1",0
114,20,22.199999999999996,92.0,0,"15, 3, 13, 0, 59, 11, 11, 25, 5, 2, 16, 0, 2",0
115,21,22.2,91.0,0,"7, 3, 10, 0, 52, 11, 5, 16, 2, 2, 23, 0, 1",0
116,22,22.3,85.0,0,"6, 2, 4, 0, 28, 2, 5, 4, 3, 0, 13, 0, 1",0
117,23,22.2,92.0,0,"7, 1, 1, 0, 21, 0, 0, 4, 0, 0, 9, 0, 1",1
118,0,22.2,94.0,1,"2, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0",1
119,1,22.0,93.0,1,"0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0",0
120,9,22.6,87.0,1,"0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0",0
121,10,23.1,83.0,1,"5, 0, 0, 0, 2, 3, 0, 0, 0, 0, 13, 0, 0",0
122,11,25.5,67.0,1,"24, 0, 1, 0, 5, 8, 6, 13, 0, 1, 16, 0, 3",0
123,12,26.7,67.0,1,"24, 0, 1, 0, 9, 7, 12, 19, 0, 3, 15, 0, 3",0
124,13,25.5,80.0,1,"23, 0, 1, 0, 7, 10, 6, 7, 0, 1, 24, 0, 0",1
125,14,25.9,80.0,1,"20, 0, 3, 0, 6, 8, 3, 9, 0, 1, 16, 1, 0",1
126,15,27.9,62.0,1,"16, 0, 4, 0, 16, 11, 5, 7, 0, 1, 10, 1, 0",0
127,16,28.6,58.0,1,"16, 0, 4, 0, 16, 8, 11, 4, 0, 1, 18, 0, 1",0
128,17,28.5,58.0,1,"20, 1, 9, 0, 35, 6, 9, 19, 0, 1, 21, 0, 1",0
129,18,28.399999999999995,61.0,1,"28, 0, 20, 0, 55, 10, 13, 21, 3, 0, 25, 0, 1",0
130,19,27.0,71.0,1,"36, 0, 17, 0, 74, 5, 17, 28, 2, 4, 27, 0, 0",0
131,20,25.399999999999995,73.0,1,"29, 0, 13, 0, 55, 10, 10, 14, 4, 5, 19, 0, 1",0
132,21,24.8,78.0,1,"19, 6, 12, 0, 43, 1, 12, 15, 0, 0, 14, 0, 4",0
133,22,24.4,83.0,1,"15, 0, 3, 0, 31, 3, 8, 9, 1, 0, 16, 0, 1",0
134,23,24.2,83.0,1,"4, 0, 7, 0, 16, 0, 0, 4, 2, 0, 9, 0, 0",0
135,0,23.8,87.0,2,"2, 1, 1, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0",0
136,1,23.5,87.0,2,"5, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0",0
137,10,26.3,65.0,2,"7, 0, 0, 0, 3, 1, 0, 3, 0, 2, 19, 4, 0",0
138,11,26.9,66.0,2,"23, 1, 2, 0, 4, 5, 2, 23, 0, 0, 31, 9, 2",0
139,12,26.5,70.0,2,"20, 2, 4, 0, 13, 5, 4, 18, 0, 3, 29, 12, 0",1
140,13,27.2,70.0,2,"17, 0, 1, 0, 21, 9, 7, 15, 0, 1, 22, 6, 3",0
141,14,26.699999999999996,69.0,2,"15, 1, 5, 0, 7, 15, 4, 11, 0, 2, 29, 3, 1",0
142,15,28.3,60.0,2,"16, 0, 5, 0, 21, 7, 8, 9, 0, 1, 27, 7, 4",0
143,16,28.9,58.0,2,"20, 2, 3, 0, 22, 9, 9, 11, 0, 1, 27, 1, 3",0
144,17,28.699999999999996,59.0,2,"30, 6, 12, 0, 45, 15, 11, 15, 3, 0, 26, 13, 3",0
145,18,28.3,61.0,2,"42, 8, 26, 0, 77, 7, 17, 27, 1, 0, 45, 13, 5",0
146,19,27.4,63.0,2,"37, 6, 29, 0, 92, 13, 29, 28, 1, 0, 32, 19, 6",0
147,20,26.6,69.0,2,"26, 7, 18, 0, 92, 15, 15, 25, 1, 1, 31, 5, 4",0
148,21,26.2,69.0,2,"22, 5, 13, 0, 64, 11, 14, 5, 3, 1, 24, 6, 7",0
149,22,25.7,70.0,2,"7, 3, 17, 0, 51, 2, 4, 5, 1, 0, 15, 3, 5",0
150,23,25.4,74.0,2,"6, 2, 4, 0, 44, 3, 3, 4, 1, 0, 11, 2, 3",0
151,0,25.0,75.0,3,"3, 2, 0, 0, 16, 0, 2, 1, 0, 0, 7, 0, 2",0
152,1,24.5,78.0,3,"1, 0, 0, 0, 8, 0, 1, 0, 0, 0, 2, 0, 0",0
153,10,26.5,64.0,3,"4, 0, 0, 0, 0, 3, 0, 2, 0, 1, 18, 5, 0",0
154,11,27.5,63.0,3,"37, 1, 0, 0, 3, 5, 3, 26, 0, 5, 35, 8, 1",0
155,12,28.3,58.0,3,"33, 3, 8, 0, 17, 13, 9, 30, 1, 8, 23, 14, 1",0
156,13,30.300000000000004,48.0,3,"20, 0, 2, 0, 19, 7, 6, 18, 1, 4, 22, 10, 2",0
157,14,31.6,45.0,3,"10, 0, 4, 0, 17, 22, 7, 24, 0, 5, 23, 6, 1",0
158,15,31.5,46.0,3,"21, 3, 4, 0, 23, 15, 5, 9, 0, 2, 12, 7, 2",0
159,16,31.600000000000005,41.0,3,"21, 3, 3, 0, 19, 15, 7, 16, 0, 3, 30, 6, 3",0
160,17,31.2,50.0,3,"38, 5, 13, 0, 38, 12, 15, 26, 3, 2, 26, 8, 10",0
161,18,30.4,53.0,3,"51, 7, 30, 0, 90, 12, 23, 33, 2, 10, 40, 17, 17",0
162,19,29.6,58.0,3,"42, 9, 40, 0, 126, 13, 24, 49, 4, 6, 41, 14, 7",0
163,20,28.3,61.0,3,"33, 8, 27, 0, 94, 18, 17, 33, 1, 3, 31, 9, 4",0
164,21,27.5,63.0,3,"20, 6, 20, 0, 81, 10, 14, 17, 2, 8, 21, 7, 11",0
165,22,26.899999999999995,64.0,3,"16, 7, 12, 0, 46, 6, 9, 8, 5, 7, 20, 4, 5",0
166,23,25.9,66.0,3,"4, 3, 8, 0, 33, 3, 3, 10, 0, 1, 9, 0, 3",0
167,0,25.0,68.0,4,"5, 0, 3, 0, 19, 1, 6, 4, 0, 3, 6, 0, 0",0
168,1,24.5,70.0,4,"4, 0, 1, 0, 7, 1, 2, 2, 0, 0, 3, 0, 0",0
169,2,24.2,72.0,4,"0, 0, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0",0
170,10,29.8,54.0,4,"8, 0, 0, 0, 0, 10, 0, 7, 0, 2, 24, 1, 0",0
171,11,31.7,47.0,4,"64, 2, 0, 0, 15, 11, 5, 38, 0, 7, 48, 12, 0",0
172,19,29.0,69.0,4,"57, 13, 37, 0, 176, 35, 28, 43, 5, 15, 40, 20, 7",1
173,9,25.2,85.0,5,"1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0",1
174,10,26.9,69.0,5,"13, 0, 0, 0, 11, 10, 0, 12, 0, 7, 30, 5, 0",1
175,11,28.0,62.0,5,"39, 2, 8, 0, 31, 17, 9, 45, 1, 3, 46, 13, 4",1
176,12,28.699999999999996,62.0,5,"49, 0, 10, 0, 40, 18, 10, 63, 0, 13, 57, 24, 6",1
177,17,30.7,55.0,5,"48, 6, 36, 0, 107, 25, 23, 37, 6, 12, 31, 16, 10",1
178,19,29.5,59.0,5,"55, 13, 66, 0, 147, 33, 30, 61, 4, 20, 39, 18, 10",1
179,0,26.9,78.0,6,"2, 10, 3, 0, 50, 0, 0, 5, 1, 0, 10, 0, 0",1
180,1,26.2,80.0,6,"4, 5, 2, 0, 17, 0, 2, 1, 0, 0, 0, 0, 0",1
181,2,25.3,91.0,6,"0, 0, 4, 0, 4, 0, 1, 0, 0, 2, 0, 0, 0",1
182,10,24.9,94.0,6,"13, 0, 0, 0, 3, 7, 0, 9, 0, 7, 41, 2, 0",1
183,13,25.3,91.0,6,"44, 4, 18, 0, 45, 33, 14, 26, 6, 8, 58, 26, 13",1
184,14,25.2,94.0,6,"39, 5, 5, 0, 38, 31, 15, 29, 3, 10, 52, 18, 6",1
185,15,25.899999999999995,83.0,6,"39, 4, 9, 0, 36, 43, 10, 29, 0, 9, 40, 11, 4",1
186,17,25.9,78.0,6,"68, 12, 43, 0, 120, 25, 23, 41, 1, 8, 50, 16, 14",1
187,21,24.9,81.0,6,"24, 7, 25, 0, 93, 18, 8, 26, 4, 9, 44, 4, 7",0
188,22,24.6,84.0,6,"16, 3, 10, 0, 89, 7, 4, 12, 3, 5, 20, 8, 4",0
189,23,24.8,83.0,6,"2, 11, 7, 0, 50, 5, 2, 5, 2, 2, 21, 1, 3",0
190,0,24.6,84.0,0,"3, 5, 3, 0, 29, 1, 1, 0, 2, 1, 8, 0, 1",0
191,1,24.4,84.0,0,"1, 1, 3, 0, 19, 0, 0, 2, 0, 0, 1, 0, 0",0
192,2,24.4,84.0,0,"0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0",0
193,9,25.3,80.0,0,"0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0",0
194,10,25.8,77.0,0,"5, 0, 0, 0, 0, 11, 0, 3, 0, 3, 14, 0, 0",0
195,11,26.3,74.0,0,"34, 1, 1, 0, 15, 8, 5, 24, 0, 5, 22, 9, 0",0
196,12,27.4,67.0,0,"41, 2, 7, 0, 47, 8, 12, 36, 0, 21, 32, 11, 1",0
197,13,29.300000000000004,60.0,0,"31, 1, 5, 0, 27, 24, 15, 33, 0, 10, 24, 12, 2",0
198,14,29.7,61.0,0,"31, 0, 3, 0, 27, 20, 3, 13, 0, 10, 16, 13, 3",0
199,15,30.2,61.0,0,"22, 1, 5, 0, 25, 21, 7, 12, 0, 8, 13, 2, 1",0
200,16,30.5,58.0,0,"18, 3, 13, 0, 76, 18, 3, 8, 1, 2, 27, 4, 1",0
201,17,30.7,56.0,0,"38, 7, 17, 0, 204, 15, 11, 34, 2, 18, 33, 9, 4",0
202,18,30.5,58.0,0,"44, 12, 37, 0, 271, 24, 21, 68, 4, 16, 44, 8, 6",0
203,19,29.3,62.0,0,"45, 15, 46, 0, 314, 30, 21, 74, 3, 20, 41, 14, 10",0
204,21,26.4,78.0,0,"17, 5, 28, 0, 205, 30, 12, 25, 11, 10, 26, 3, 4",0
205,22,25.7,80.0,0,"14, 9, 8, 0, 133, 9, 8, 12, 5, 1, 24, 5, 3",0
206,23,25.4,80.0,0,"5, 2, 6, 0, 82, 4, 3, 2, 3, 2, 8, 1, 2",0
207,0,25.1,80.0,1,"1, 2, 4, 0, 34, 2, 0, 1, 5, 1, 5, 0, 0",0
208,1,24.9,81.0,1,"1, 3, 2, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0",0
209,2,24.5,83.0,1,"0, 2, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0",0
210,10,27.6,74.0,1,"12, 0, 0, 0, 2, 4, 0, 1, 0, 6, 20, 2, 0",0
211,11,28.1,71.0,1,"53, 1, 1, 0, 11, 15, 2, 26, 0, 13, 26, 7, 0",0
212,9,25.4,94.0,2,"0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0",1
213,10,25.5,92.0,2,"9, 0, 0, 0, 1, 2, 0, 2, 0, 2, 18, 3, 0",1
214,11,25.800000000000004,87.0,2,"41, 1, 1, 0, 10, 15, 4, 26, 0, 10, 37, 11, 2",1
215,12,26.199999999999996,84.0,2,"39, 2, 6, 0, 18, 9, 12, 42, 0, 19, 27, 18, 2",1
216,13,26.300000000000004,84.0,2,"28, 1, 7, 0, 32, 25, 5, 26, 0, 15, 17, 14, 4",1
217,14,26.8,82.0,2,"22, 2, 8, 0, 21, 29, 4, 19, 0, 12, 22, 7, 5",1
218,15,27.1,81.0,2,"12, 1, 1, 0, 19, 20, 10, 16, 1, 11, 17, 10, 2",1
219,16,26.699999999999996,85.0,2,"36, 3, 9, 0, 24, 10, 9, 18, 0, 11, 13, 6, 3",1
220,17,27.0,81.0,2,"40, 1, 18, 0, 92, 14, 9, 27, 0, 13, 22, 9, 8",1
221,18,27.1,79.0,2,"51, 9, 38, 0, 151, 20, 29, 50, 4, 15, 38, 16, 14",0
222,19,27.1,79.0,2,"52, 13, 48, 0, 213, 30, 20, 38, 10, 14, 47, 19, 11",0
223,20,26.9,80.0,2,"30, 12, 29, 0, 142, 35, 19, 33, 6, 11, 38, 9, 4",0
224,21,27.0,78.0,2,"21, 7, 14, 0, 119, 22, 12, 24, 2, 3, 32, 4, 16",0
225,22,26.9,79.0,2,"9, 6, 13, 0, 61, 12, 11, 17, 7, 1, 21, 4, 9",0
226,23,26.899999999999995,79.0,2,"6, 6, 11, 0, 36, 1, 4, 4, 6, 1, 9, 0, 2",0
227,0,26.8,79.0,3,"6, 2, 3, 0, 31, 1, 1, 4, 1, 3, 5, 0, 0",0
228,1,26.6,82.0,3,"1, 6, 5, 0, 7, 1, 1, 0, 0, 1, 4, 0, 0",0
229,10,26.5,92.0,3,"9, 0, 0, 0, 1, 3, 0, 4, 0, 1, 13, 6, 0",0
230,11,27.0,83.0,3,"52, 0, 5, 0, 5, 18, 9, 34, 1, 9, 34, 12, 2",0
231,12,26.800000000000004,88.0,3,"47, 0, 10, 0, 30, 26, 18, 37, 1, 9, 40, 16, 4",1
232,13,26.6,94.0,3,"34, 1, 8, 0, 20, 31, 10, 18, 1, 10, 40, 14, 2",1
233,14,27.1,93.0,3,"24, 3, 6, 0, 31, 36, 9, 20, 2, 7, 23, 8, 4",1
234,15,27.3,84.0,3,"35, 2, 3, 0, 36, 44, 9, 16, 0, 5, 23, 9, 0",0
235,16,26.8,88.0,3,"24, 4, 13, 0, 43, 32, 14, 13, 0, 7, 18, 2, 0",1
236,17,26.4,92.0,3,"54, 4, 32, 0, 115, 45, 12, 30, 4, 9, 34, 9, 6",1
237,18,26.2,92.0,3,"77, 11, 53, 0, 180, 36, 32, 45, 6, 11, 43, 20, 13",1
238,19,25.9,96.0,3,"68, 14, 50, 0, 211, 58, 34, 53, 8, 19, 43, 21, 15",1
239,20,25.800000000000004,96.0,3,"54, 12, 52, 0, 193, 44, 30, 29, 6, 16, 39, 15, 12",1
240,21,25.9,95.0,3,"25, 12, 21, 0, 122, 29, 23, 17, 4, 7, 25, 7, 8",1
241,22,25.9,93.0,3,"19, 10, 22, 0, 85, 12, 14, 20, 5, 3, 13, 8, 8",1
242,23,25.9,94.0,3,"10, 6, 17, 0, 49, 5, 1, 6, 7, 2, 13, 2, 2",0
243,0,25.8,93.0,4,"4, 5, 5, 0, 31, 2, 5, 1, 0, 3, 11, 0, 0",0
244,1,25.8,92.0,4,"2, 1, 1, 0, 16, 0, 4, 1, 0, 0, 8, 0, 0",0
245,2,25.5,94.0,4,"0, 0, 1, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0",1
246,9,23.9,97.0,4,"0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0",1
247,10,23.7,97.0,4,"13, 0, 0, 0, 0, 9, 0, 11, 0, 2, 27, 2, 0",1
248,11,23.9,97.0,4,"68, 0, 5, 0, 20, 16, 8, 56, 0, 9, 67, 19, 3",1
249,12,24.7,97.0,4,"55, 2, 4, 0, 46, 17, 7, 54, 0, 14, 47, 18, 4",1
250,13,24.8,95.0,4,"48, 0, 6, 0, 39, 32, 8, 32, 0, 15, 36, 18, 3",1
